foot,track_modulus,rail_section,elasticity,tie_spacing,tie_width,tie_thickness,tie_length,tie_plate_width,tie_plate_length,allowable_bending_stress,allowable_rail/tie_bearing_stress,allowable_tie/basslat_bearing_stress,actual_ballast_thickness,allowable_ballast/subgrade_stress,longitude,latitude
1888.8,3700,115,30000000,19.5,96,7,102,8,14,10319.72766,200,75,22,25,5010.6,8944.442857
1888.9,3700,115,30000000,19.5,19.5,7,102,8,14,12383.67319,200,75,22,25,5010.8,8944.914286
1889,3700,115,30000000,19.5,24,7,102,8,14,12383.67319,200,75,22,25,5011,8945.385714
1889.1,3700,115,30000000,19.5,39,7,102,8,14,12383.67319,200,75,22,25,5011.2,8945.857143
1889.2,3700,115,30000000,19.5,48,7,102,8,14,12383.67319,200,75,22,25,5011.4,8946.328571
1889.3,3700,115,30000000,19.5,58.5,7,102,8,14,12383.67319,200,75,22,25,5011.6,8946.8
1889.4,3700,115,30000000,19.5,72,7,102,8,14,12383.67319,200,75,22,25,5011.8,8947.271429
1889.5,3700,115,30000000,19.5,78,7,102,8,14,12383.67319,200,75,22,25,5012,8947.742857
1889.6,3700,115,30000000,19.5,96,7,102,8,14,12383.67319,200,75,22,25,5012.2,8948.214286
1889.7,3700,115,30000000,19.5,19.5,7,102,8,14,14447.61873,200,75,22,25,5012.4,8948.685714
1889.8,3700,115,30000000,19.5,24,7,102,8,14,14447.61873,200,75,22,25,5012.6,8949.157143
1889.9,3700,115,30000000,19.5,39,7,102,8,14,14447.61873,200,75,22,25,5012.8,8949.628571
1890,3700,115,30000000,19.5,48,7,102,8,14,14447.61873,200,75,22,25,5013,8950.1
1890.1,3700,115,30000000,19.5,58.5,7,102,8,14,14447.61873,200,75,22,25,5013.2,8950.571429
1890.2,3700,115,30000000,19.5,72,7,102,8,14,14447.61873,200,75,22,25,5013.4,8951.042857
1890.3,3700,115,30000000,19.5,78,7,102,8,14,14447.61873,200,75,22,25,5013.6,8951.514286
1890.4,3700,115,30000000,19.5,96,7,102,8,14,14447.61873,200,75,22,25,5013.8,8951.985714
1890.5,3700,115,30000000,19.5,19.5,7,102,8,14,16511.56426,200,75,22,25,5014,8952.457143
1890.6,3700,115,30000000,19.5,24,7,102,8,14,16511.56426,200,75,22,25,5014.2,8952.928571
1890.7,3700,115,30000000,19.5,39,7,102,8,14,16511.56426,200,75,22,25,5014.4,8953.4
1890.8,3700,115,30000000,19.5,48,7,102,8,14,16511.56426,200,75,22,25,5014.6,8953.871429
1890.9,3700,115,30000000,19.5,58.5,7,102,8,14,16511.56426,200,75,22,25,5014.8,8954.342857
1891,3700,115,30000000,19.5,72,7,102,8,14,16511.56426,200,75,22,25,5015,8954.814286
1891.1,3700,115,30000000,19.5,78,7,102,8,14,16511.56426,200,75,22,25,5015.2,8955.285714
1891.2,3700,115,30000000,19.5,96,7,102,8,14,16511.56426,200,75,22,25,5015.4,8955.757143
1891.3,3700,115,30000000,19.5,19.5,7,102,8,14,18575.50979,200,75,22,25,5015.6,8956.228571
1891.4,3700,115,30000000,19.5,24,7,102,8,14,18575.50979,200,75,22,25,5015.8,8956.7
1891.5,3700,115,30000000,19.5,39,7,102,8,14,18575.50979,200,75,22,25,5016,8957.171429
1891.6,3700,115,30000000,19.5,48,7,102,8,14,18575.50979,200,75,22,25,5016.2,8957.642857
1891.7,3700,115,30000000,19.5,58.5,7,102,8,14,18575.50979,200,75,22,25,5016.4,8958.114286
1891.8,3700,115,30000000,19.5,72,7,102,8,14,18575.50979,200,75,22,25,5016.6,8958.585714
1891.9,3700,115,30000000,19.5,78,7,102,8,14,18575.50979,200,75,22,25,5016.8,8959.057143
1892,3700,115,30000000,19.5,96,7,102,8,14,18575.50979,200,75,22,25,5017,8959.528571
1892.1,3700,115,30000000,19.5,19.5,7,102,8,14,20639.45532,200,75,22,25,5017.2,8960
1892.2,3700,115,30000000,19.5,24,7,102,8,14,20639.45532,200,75,22,25,5017.4,8960.471429
1892.3,3700,115,30000000,19.5,39,7,102,8,14,20639.45532,200,75,22,25,5017.6,8960.942857
1892.4,3700,115,30000000,19.5,48,7,102,8,14,20639.45532,200,75,22,25,5017.8,8961.414286
1892.5,3700,115,30000000,19.5,58.5,7,102,8,14,20639.45532,200,75,22,25,5018,8961.885714
1892.6,3700,115,30000000,19.5,72,7,102,8,14,20639.45532,200,75,22,25,5018.2,8962.357143
1892.7,3700,115,30000000,19.5,78,7,102,8,14,20639.45532,200,75,22,25,5018.4,8962.828571
1892.8,3700,115,30000000,19.5,96,7,102,8,14,20639.45532,200,75,22,25,5018.6,8963.3
1892.9,3700,115,30000000,19.5,19.5,7,102,8,14,22703.40086,200,75,22,25,5018.8,8963.771429
1893,3700,115,30000000,19.5,24,7,102,8,14,22703.40086,200,75,22,25,5019,8964.242857
1893.1,3700,115,30000000,19.5,39,7,102,8,14,22703.40086,200,75,22,25,5019.2,8964.714286
1893.2,3700,115,30000000,19.5,48,7,102,8,14,22703.40086,200,75,22,25,5019.4,8965.185714
1893.3,3700,115,30000000,19.5,58.5,7,102,8,14,22703.40086,200,75,22,25,5019.6,8965.657143
1893.4,3700,115,30000000,19.5,72,7,102,8,14,22703.40086,200,75,22,25,5019.8,8966.128571
1893.5,3700,115,30000000,19.5,78,7,102,8,14,22703.40086,200,75,22,25,5020,8966.6
1893.6,3700,115,30000000,19.5,96,7,102,8,14,22703.40086,200,75,22,25,5020.2,8967.071429
1893.7,3700,115,30000000,19.5,19.5,7,102,8,14,24767.34639,200,75,22,25,5020.4,8967.542857
1893.8,3700,115,30000000,19.5,24,7,102,8,14,24767.34639,200,75,22,25,5020.6,8968.014286
1893.9,3700,115,30000000,19.5,39,7,102,8,14,24767.34639,200,75,22,25,5020.8,8968.485714
1894,3700,115,30000000,19.5,48,7,102,8,14,24767.34639,200,75,22,25,5021,8968.957143
1894.1,3700,115,30000000,19.5,58.5,7,102,8,14,24767.34639,200,75,22,25,5021.2,8969.428571
1894.2,3700,115,30000000,19.5,72,7,102,8,14,24767.34639,200,75,22,25,5021.4,8969.9
1894.3,3700,115,30000000,19.5,78,7,102,8,14,24767.34639,200,75,22,25,5021.6,8970.371429
1894.4,3700,115,30000000,19.5,96,7,102,8,14,24767.34639,200,75,22,25,5021.8,8970.842857
1894.5,3700,115,30000000,19.5,19.5,7,102,8,14,7825.03159,200,75,22,25,5022,8971.314286
1894.6,3700,115,30000000,19.5,24,7,102,8,14,7825.03159,200,75,22,25,5022.2,8971.785714
1894.7,3700,115,30000000,19.5,39,7,102,8,14,7825.03159,200,75,22,25,5022.4,8972.257143
1894.8,3700,115,30000000,19.5,48,7,102,8,14,7825.03159,200,75,22,25,5022.6,8972.728571
1894.9,3700,115,30000000,19.5,58.5,7,102,8,14,7825.03159,200,75,22,25,5022.8,8973.2
1895,3700,115,30000000,19.5,72,7,102,8,14,7825.03159,200,75,22,25,5023,8973.671429
1895.1,3700,115,30000000,19.5,78,7,102,8,14,7825.03159,200,75,22,25,5023.2,8974.142857
1895.2,3700,115,30000000,19.5,96,7,102,8,14,7825.03159,200,75,22,25,5023.4,8974.614286
1895.3,3700,115,30000000,19.5,19.5,7,102,8,14,9390.037908,200,75,22,25,5023.6,8975.085714
1895.4,3700,115,30000000,19.5,24,7,102,8,14,9390.037908,200,75,22,25,5023.8,8975.557143
1895.5,3700,115,30000000,19.5,39,7,102,8,14,9390.037908,200,75,22,25,5024,8976.028571
1895.6,3700,115,30000000,19.5,48,7,102,8,14,9390.037908,200,75,22,25,5024.2,8976.5
1895.7,3700,115,30000000,19.5,58.5,7,102,8,14,9390.037908,200,75,22,25,5024.4,8976.971429
1895.8,3700,115,30000000,19.5,72,7,102,8,14,9390.037908,200,75,22,25,5024.6,8977.442857
1895.9,3700,115,30000000,19.5,78,7,102,8,14,9390.037908,200,75,22,25,5024.8,8977.914286
1896,3700,115,30000000,19.5,96,7,102,8,14,9390.037908,200,75,22,25,5025,8978.385714
1896.1,3700,115,30000000,19.5,19.5,7,102,8,14,10955.04423,200,75,22,25,5025.2,8978.857143
1896.2,3700,115,30000000,19.5,24,7,102,8,14,10955.04423,200,75,22,25,5025.4,8979.328571
1896.3,3700,115,30000000,19.5,39,7,102,8,14,10955.04423,200,75,22,25,5025.6,8979.8
1896.4,3700,115,30000000,19.5,48,7,102,8,14,10955.04423,200,75,22,25,5025.8,8980.271429
1896.5,3700,115,30000000,19.5,58.5,7,102,8,14,10955.04423,200,75,22,25,5026,8980.742857
1896.6,3700,115,30000000,19.5,72,7,102,8,14,10955.04423,200,75,22,25,5026.2,8981.214286
1896.7,3700,115,30000000,19.5,78,7,102,8,14,10955.04423,200,75,22,25,5026.4,8981.685714
1896.8,3700,115,30000000,19.5,96,7,102,8,14,10955.04423,200,75,22,25,5026.6,8982.157143
1896.9,3700,115,30000000,19.5,19.5,7,102,8,14,12520.05054,200,75,22,25,5026.8,8982.628571
1897,3700,115,30000000,19.5,24,7,102,8,14,12520.05054,200,75,22,25,5027,8983.1
1897.1,3700,115,30000000,19.5,39,7,102,8,14,12520.05054,200,75,22,25,5027.2,8983.571429
1897.2,3700,115,30000000,19.5,48,7,102,8,14,12520.05054,200,75,22,25,5027.4,8984.042857
1897.3,3700,115,30000000,19.5,58.5,7,102,8,14,12520.05054,200,75,22,25,5027.6,8984.514286
1897.4,3700,115,30000000,19.5,72,7,102,8,14,12520.05054,200,75,22,25,5027.8,8984.985714
1897.5,3700,115,30000000,19.5,78,7,102,8,14,12520.05054,200,75,22,25,5028,8985.457143
1897.6,3700,115,30000000,19.5,96,7,102,8,14,12520.05054,200,75,22,25,5028.2,8985.928571
1897.7,3700,115,30000000,19.5,19.5,7,102,8,14,14085.05686,200,75,22,25,5028.4,8986.4
1897.8,3700,115,30000000,19.5,24,7,102,8,14,14085.05686,200,75,22,25,5028.6,8986.871429
1897.9,3700,115,30000000,19.5,39,7,102,8,14,14085.05686,200,75,22,25,5028.8,8987.342857
1898,3700,115,30000000,19.5,48,7,102,8,14,14085.05686,200,75,22,25,5029,8987.814286
1898.1,3700,115,30000000,19.5,58.5,7,102,8,14,14085.05686,200,75,22,25,5029.2,8988.285714
1898.2,3700,115,30000000,19.5,72,7,102,8,14,14085.05686,200,75,22,25,5029.4,8988.757143
1898.3,3700,115,30000000,19.5,78,7,102,8,14,14085.05686,200,75,22,25,5029.6,8989.228571
1898.4,3700,115,30000000,19.5,96,7,102,8,14,14085.05686,200,75,22,25,5029.8,8989.7
1898.5,3700,115,30000000,19.5,19.5,7,102,8,14,15650.06318,200,75,22,25,5030,8990.171429
1898.6,3700,115,30000000,19.5,24,7,102,8,14,15650.06318,200,75,22,25,5030.2,8990.642857
1898.7,3700,115,30000000,19.5,39,7,102,8,14,15650.06318,200,75,22,25,5030.4,8991.114286
1898.8,3700,115,30000000,19.5,48,7,102,8,14,15650.06318,200,75,22,25,5030.6,8991.585714
1898.9,3700,115,30000000,19.5,58.5,7,102,8,14,15650.06318,200,75,22,25,5030.8,8992.057143
1899,3700,115,30000000,19.5,72,7,102,8,14,15650.06318,200,75,22,25,5031,8992.528571
1899.1,3700,115,30000000,19.5,78,7,102,8,14,15650.06318,200,75,22,25,5031.2,8993
1899.2,3700,115,30000000,19.5,96,7,102,8,14,15650.06318,200,75,22,25,5031.4,8993.471429
1899.3,3700,115,30000000,19.5,19.5,7,102,8,14,17215.0695,200,75,22,25,5031.6,8993.942857
1899.4,3700,115,30000000,19.5,24,7,102,8,14,17215.0695,200,75,22,25,5031.8,8994.414286
1899.5,3700,115,30000000,19.5,39,7,102,8,14,17215.0695,200,75,22,25,5032,8994.885714
1899.6,3700,115,30000000,19.5,48,7,102,8,14,17215.0695,200,75,22,25,5032.2,8995.357143
1899.7,3700,115,30000000,19.5,58.5,7,102,8,14,17215.0695,200,75,22,25,5032.4,8995.828571
1899.8,3700,115,30000000,19.5,72,7,102,8,14,17215.0695,200,75,22,25,5032.6,8996.3
1899.9,3700,115,30000000,19.5,78,7,102,8,14,17215.0695,200,75,22,25,5032.8,8996.771429
1900,3700,115,30000000,19.5,96,7,102,8,14,17215.0695,200,75,22,25,5033,8997.242857
1900.1,3700,115,30000000,19.5,19.5,7,102,8,14,18780.07582,200,75,22,25,5033.2,8997.714286
1900.2,3700,115,30000000,19.5,24,7,102,8,14,18780.07582,200,75,22,25,5033.4,8998.185714
1900.3,3700,115,30000000,19.5,39,7,102,8,14,18780.07582,200,75,22,25,5033.6,8998.657143
1900.4,3700,115,30000000,19.5,48,7,102,8,14,18780.07582,200,75,22,25,5033.8,8999.128571
1900.5,3700,115,30000000,19.5,58.5,7,102,8,14,18780.07582,200,75,22,25,5034,8999.6
1900.6,3700,115,30000000,19.5,72,7,102,8,14,18780.07582,200,75,22,25,5034.2,9000.071429
1900.7,3700,115,30000000,19.5,78,7,102,8,14,18780.07582,200,75,22,25,5034.4,9000.542857
1900.8,3700,115,30000000,19.5,96,7,102,8,14,18780.07582,200,75,22,25,5034.6,9001.014286
1900.9,3700,115,30000000,19.5,19.5,7,102,8,14,8135.026839,200,75,22,25,5034.8,9001.485714
1901,3700,115,30000000,19.5,24,7,102,8,14,8135.026839,200,75,22,25,5035,9001.957143
1901.1,3700,115,30000000,19.5,39,7,102,8,14,8135.026839,200,75,22,25,5035.2,9002.428571
1901.2,3700,115,30000000,19.5,48,7,102,8,14,8135.026839,200,75,22,25,5035.4,9002.9
1901.3,3700,115,30000000,19.5,58.5,7,102,8,14,8135.026839,200,75,22,25,5035.6,9003.371429
1901.4,3700,115,30000000,19.5,72,7,102,8,14,8135.026839,200,75,22,25,5035.8,9003.842857
1901.5,3700,115,30000000,19.5,78,7,102,8,14,8135.026839,200,75,22,25,5036,9004.314286
1901.6,3700,115,30000000,19.5,96,7,102,8,14,8135.026839,200,75,22,25,5036.2,9004.785714
1901.7,3700,115,30000000,19.5,19.5,7,102,8,14,9762.032207,200,75,22,25,5036.4,9005.257143
1901.8,3700,115,30000000,19.5,24,7,102,8,14,9762.032207,200,75,22,25,5036.6,9005.728571
1901.9,3700,115,30000000,19.5,39,7,102,8,14,9762.032207,200,75,22,25,5036.8,9006.2
1902,3700,115,30000000,19.5,48,7,102,8,14,9762.032207,200,75,22,25,5037,9006.671429
1902.1,3700,115,30000000,19.5,58.5,7,102,8,14,9762.032207,200,75,22,25,5037.2,9007.142857
1902.2,3700,115,30000000,19.5,72,7,102,8,14,9762.032207,200,75,22,25,5037.4,9007.614286
1902.3,3700,115,30000000,19.5,78,7,102,8,14,9762.032207,200,75,22,25,5037.6,9008.085714
1902.4,3700,115,30000000,19.5,96,7,102,8,14,9762.032207,200,75,22,25,5037.8,9008.557143
1902.5,3700,115,30000000,19.5,19.5,7,102,8,14,11389.03757,200,75,22,25,5038,9009.028571
1902.6,3700,115,30000000,19.5,24,7,102,8,14,11389.03757,200,75,22,25,5038.2,9009.5
1902.7,3700,115,30000000,19.5,39,7,102,8,14,11389.03757,200,75,22,25,5038.4,9009.971429
1902.8,3700,115,30000000,19.5,48,7,102,8,14,11389.03757,200,75,22,25,5038.6,9010.442857
1902.9,3700,115,30000000,19.5,58.5,7,102,8,14,11389.03757,200,75,22,25,5038.8,9010.914286
1903,3700,115,30000000,19.5,72,7,102,8,14,11389.03757,200,75,22,25,5039,9011.385714
1903.1,3700,115,30000000,19.5,78,7,102,8,14,11389.03757,200,75,22,25,5039.2,9011.857143
1903.2,3700,115,30000000,19.5,96,7,102,8,14,11389.03757,200,75,22,25,5039.4,9012.328571
1903.3,3700,115,30000000,19.5,19.5,7,102,8,14,13016.04294,200,75,22,25,5039.6,9012.8
1903.4,3700,115,30000000,19.5,24,7,102,8,14,13016.04294,200,75,22,25,5039.8,9013.271429
1903.5,3700,115,30000000,19.5,39,7,102,8,14,13016.04294,200,75,22,25,5040,9013.742857
1903.6,3700,115,30000000,19.5,48,7,102,8,14,13016.04294,200,75,22,25,5040.2,9014.214286
1903.7,3700,115,30000000,19.5,58.5,7,102,8,14,13016.04294,200,75,22,25,5040.4,9014.685714
1903.8,3700,115,30000000,19.5,72,7,102,8,14,13016.04294,200,75,22,25,5040.6,9015.157143
1903.9,3700,115,30000000,19.5,78,7,102,8,14,13016.04294,200,75,22,25,5040.8,9015.628571
1904,3700,115,30000000,19.5,96,7,102,8,14,13016.04294,200,75,22,25,5041,9016.1
1904.1,3700,115,30000000,19.5,19.5,7,102,8,14,14643.04831,200,75,22,25,5041.2,9016.571429
1904.2,3700,115,30000000,19.5,24,7,102,8,14,14643.04831,200,75,22,25,5041.4,9017.042857
1904.3,3700,115,30000000,19.5,39,7,102,8,14,14643.04831,200,75,22,25,5041.6,9017.514286
1904.4,3700,115,30000000,19.5,48,7,102,8,14,14643.04831,200,75,22,25,5041.8,9017.985714
1904.5,3700,115,30000000,19.5,58.5,7,102,8,14,14643.04831,200,75,22,25,5042,9018.457143
1904.6,3700,115,30000000,19.5,72,7,102,8,14,14643.04831,200,75,22,25,5042.2,9018.928571
1904.7,3700,115,30000000,19.5,78,7,102,8,14,14643.04831,200,75,22,25,5042.4,9019.4
1904.8,3700,115,30000000,19.5,96,7,102,8,14,14643.04831,200,75,22,25,5042.6,9019.871429
1904.9,3700,115,30000000,19.5,19.5,7,102,8,14,16270.05368,200,75,22,25,5042.8,9020.342857
1905,3700,115,30000000,19.5,24,7,102,8,14,16270.05368,200,75,22,25,5043,9020.814286
1905.1,3700,115,30000000,19.5,39,7,102,8,14,16270.05368,200,75,22,25,5043.2,9021.285714
1905.2,3700,115,30000000,19.5,48,7,102,8,14,16270.05368,200,75,22,25,5043.4,9021.757143
1905.3,3700,115,30000000,19.5,58.5,7,102,8,14,16270.05368,200,75,22,25,5043.6,9022.228571
1905.4,3700,115,30000000,19.5,72,7,102,8,14,16270.05368,200,75,22,25,5043.8,9022.7
1905.5,3700,115,30000000,19.5,78,7,102,8,14,16270.05368,200,75,22,25,5044,9023.171429
1905.6,3700,115,30000000,19.5,96,7,102,8,14,16270.05368,200,75,22,25,5044.2,9023.642857
1905.7,3700,115,30000000,19.5,19.5,7,102,8,14,17897.05905,200,75,22,25,5044.4,9024.114286
1905.8,3700,115,30000000,19.5,24,7,102,8,14,17897.05905,200,75,22,25,5044.6,9024.585714
1905.9,3700,115,30000000,19.5,39,7,102,8,14,17897.05905,200,75,22,25,5044.8,9025.057143
1906,3700,115,30000000,19.5,48,7,102,8,14,17897.05905,200,75,22,25,5045,9025.528571
1906.1,3700,115,30000000,19.5,58.5,7,102,8,14,17897.05905,200,75,22,25,5045.2,9026
1906.2,3700,115,30000000,19.5,72,7,102,8,14,17897.05905,200,75,22,25,5045.4,9026.471429
1906.3,3700,115,30000000,19.5,78,7,102,8,14,17897.05905,200,75,22,25,5045.6,9026.942857
1906.4,3700,115,30000000,19.5,96,7,102,8,14,17897.05905,200,75,22,25,5045.8,9027.414286
1906.5,3700,115,30000000,19.5,19.5,7,102,8,14,19524.06441,200,75,22,25,5046,9027.885714
1906.6,3700,115,30000000,19.5,24,7,102,8,14,19524.06441,200,75,22,25,5046.2,9028.357143
1906.7,3700,115,30000000,19.5,39,7,102,8,14,19524.06441,200,75,22,25,5046.4,9028.828571
1906.8,3700,115,30000000,19.5,48,7,102,8,14,19524.06441,200,75,22,25,5046.6,9029.3
1906.9,3700,115,30000000,19.5,58.5,7,102,8,14,19524.06441,200,75,22,25,5046.8,9029.771429
1907,3700,115,30000000,19.5,72,7,102,8,14,19524.06441,200,75,22,25,5047,9030.242857
1907.1,3700,115,30000000,19.5,78,7,102,8,14,19524.06441,200,75,22,25,5047.2,9030.714286
1907.2,3700,115,30000000,19.5,96,7,102,8,14,19524.06441,200,75,22,25,5047.4,9031.185714
1907.3,3700,115,30000000,19.5,19.5,7,102,8,14,8445.022088,200,75,22,25,5047.6,9031.657143
1907.4,3700,115,30000000,19.5,24,7,102,8,14,8445.022088,200,75,22,25,5047.8,9032.128571
1907.5,3700,115,30000000,19.5,39,7,102,8,14,8445.022088,200,75,22,25,5048,9032.6
1907.6,3700,115,30000000,19.5,48,7,102,8,14,8445.022088,200,75,22,25,5048.2,9033.071429
1907.7,3700,115,30000000,19.5,58.5,7,102,8,14,8445.022088,200,75,22,25,5048.4,9033.542857
1907.8,3700,115,30000000,19.5,72,7,102,8,14,8445.022088,200,75,22,25,5048.6,9034.014286
1907.9,3700,115,30000000,19.5,78,7,102,8,14,8445.022088,200,75,22,25,5048.8,9034.485714
1908,3700,115,30000000,19.5,96,7,102,8,14,8445.022088,200,75,22,25,5049,9034.957143
1908.1,3700,115,30000000,19.5,19.5,7,102,8,14,10134.02651,200,75,22,25,5049.2,9035.428571
1908.2,3700,115,30000000,19.5,24,7,102,8,14,10134.02651,200,75,22,25,5049.4,9035.9
1908.3,3700,115,30000000,19.5,39,7,102,8,14,10134.02651,200,75,22,25,5049.6,9036.371429
1908.4,3700,115,30000000,19.5,48,7,102,8,14,10134.02651,200,75,22,25,5049.8,9036.842857
1908.5,3700,115,30000000,19.5,58.5,7,102,8,14,10134.02651,200,75,22,25,5050,9037.314286
1908.6,3700,115,30000000,19.5,72,7,102,8,14,10134.02651,200,75,22,25,5050.2,9037.785714
1908.7,3700,115,30000000,19.5,78,7,102,8,14,10134.02651,200,75,22,25,5050.4,9038.257143
1908.8,3700,115,30000000,19.5,96,7,102,8,14,10134.02651,200,75,22,25,5050.6,9038.728571
1908.9,3700,115,30000000,19.5,19.5,7,102,8,14,11823.03092,200,75,22,25,5050.8,9039.2
1909,3700,115,30000000,19.5,24,7,102,8,14,11823.03092,200,75,22,25,5051,9039.671429
1909.1,3700,115,30000000,19.5,39,7,102,8,14,11823.03092,200,75,22,25,5051.2,9040.142857
1909.2,3700,115,30000000,19.5,48,7,102,8,14,11823.03092,200,75,22,25,5051.4,9040.614286
1909.3,3700,115,30000000,19.5,58.5,7,102,8,14,11823.03092,200,75,22,25,5051.6,9041.085714
1909.4,3700,115,30000000,19.5,72,7,102,8,14,11823.03092,200,75,22,25,5051.8,9041.557143
1909.5,3700,115,30000000,19.5,78,7,102,8,14,11823.03092,200,75,22,25,5052,9042.028571
1909.6,3700,115,30000000,19.5,96,7,102,8,14,11823.03092,200,75,22,25,5052.2,9042.5
1909.7,3700,115,30000000,19.5,19.5,7,102,8,14,13512.03534,200,75,22,25,5052.4,9042.971429
1909.8,3700,115,30000000,19.5,24,7,102,8,14,13512.03534,200,75,22,25,5052.6,9043.442857
1909.9,3700,115,30000000,19.5,39,7,102,8,14,13512.03534,200,75,22,25,5052.8,9043.914286
1910,3700,115,30000000,19.5,48,7,102,8,14,13512.03534,200,75,22,25,5053,9044.385714
1910.1,3700,115,30000000,19.5,58.5,7,102,8,14,13512.03534,200,75,22,25,5053.2,9044.857143
1910.2,3700,115,30000000,19.5,72,7,102,8,14,13512.03534,200,75,22,25,5053.4,9045.328571
1910.3,3700,115,30000000,19.5,78,7,102,8,14,13512.03534,200,75,22,25,5053.6,9045.8
1910.4,3700,115,30000000,19.5,96,7,102,8,14,13512.03534,200,75,22,25,5053.8,9046.271429
1910.5,3700,115,30000000,19.5,19.5,7,102,8,14,15201.03976,200,75,22,25,5054,9046.742857
1910.6,3700,115,30000000,19.5,24,7,102,8,14,15201.03976,200,75,22,25,5054.2,9047.214286
1910.7,3700,115,30000000,19.5,39,7,102,8,14,15201.03976,200,75,22,25,5054.4,9047.685714
1910.8,3700,115,30000000,19.5,48,7,102,8,14,15201.03976,200,75,22,25,5054.6,9048.157143
1910.9,3700,115,30000000,19.5,58.5,7,102,8,14,15201.03976,200,75,22,25,5054.8,9048.628571
1911,3700,115,30000000,19.5,72,7,102,8,14,15201.03976,200,75,22,25,5055,9049.1
1911.1,3700,115,30000000,19.5,78,7,102,8,14,15201.03976,200,75,22,25,5055.2,9049.571429
1911.2,3700,115,30000000,19.5,96,7,102,8,14,15201.03976,200,75,22,25,5055.4,9050.042857
1911.3,3700,115,30000000,19.5,19.5,7,102,8,14,16890.04418,200,75,22,25,5055.6,9050.514286
1911.4,3700,115,30000000,19.5,24,7,102,8,14,16890.04418,200,75,22,25,5055.8,9050.985714
1911.5,3700,115,30000000,19.5,39,7,102,8,14,16890.04418,200,75,22,25,5056,9051.457143
1911.6,3700,115,30000000,19.5,48,7,102,8,14,16890.04418,200,75,22,25,5056.2,9051.928571
1911.7,3700,115,30000000,19.5,58.5,7,102,8,14,16890.04418,200,75,22,25,5056.4,9052.4
1911.8,3700,115,30000000,19.5,72,7,102,8,14,16890.04418,200,75,22,25,5056.6,9052.871429
1911.9,3700,115,30000000,19.5,78,7,102,8,14,16890.04418,200,75,22,25,5056.8,9053.342857
1912,3700,115,30000000,19.5,96,7,102,8,14,16890.04418,200,75,22,25,5057,9053.814286
1912.1,3700,115,30000000,19.5,19.5,7,102,8,14,18579.04859,200,75,22,25,5057.2,9054.285714
1912.2,3700,115,30000000,19.5,24,7,102,8,14,18579.04859,200,75,22,25,5057.4,9054.757143
1912.3,3700,115,30000000,19.5,39,7,102,8,14,18579.04859,200,75,22,25,5057.6,9055.228571
1912.4,3700,115,30000000,19.5,48,7,102,8,14,18579.04859,200,75,22,25,5057.8,9055.7
1912.5,3700,115,30000000,19.5,58.5,7,102,8,14,18579.04859,200,75,22,25,5058,9056.171429
1912.6,3700,115,30000000,19.5,72,7,102,8,14,18579.04859,200,75,22,25,5058.2,9056.642857
1912.7,3700,115,30000000,19.5,78,7,102,8,14,18579.04859,200,75,22,25,5058.4,9057.114286
1912.8,3700,115,30000000,19.5,96,7,102,8,14,18579.04859,200,75,22,25,5058.6,9057.585714
1912.9,3700,115,30000000,19.5,19.5,7,102,8,14,20268.05301,200,75,22,25,5058.8,9058.057143
1913,3700,115,30000000,19.5,24,7,102,8,14,20268.05301,200,75,22,25,5059,9058.528571
1913.1,3700,115,30000000,19.5,39,7,102,8,14,20268.05301,200,75,22,25,5059.2,9059
1913.2,3700,115,30000000,19.5,48,7,102,8,14,20268.05301,200,75,22,25,5059.4,9059.471429
1913.3,3700,115,30000000,19.5,58.5,7,102,8,14,20268.05301,200,75,22,25,5059.6,9059.942857
1913.4,3700,115,30000000,19.5,72,7,102,8,14,20268.05301,200,75,22,25,5059.8,9060.414286
1913.5,3700,115,30000000,19.5,78,7,102,8,14,20268.05301,200,75,22,25,5060,9060.885714
1913.6,3700,115,30000000,19.5,96,7,102,8,14,20268.05301,200,75,22,25,5060.2,9061.357143
1913.7,3700,115,30000000,19.5,19.5,7,102,8,14,8755.017337,200,75,22,25,5060.4,9061.828571
1913.8,3700,115,30000000,19.5,24,7,102,8,14,8755.017337,200,75,22,25,5060.6,9062.3
1913.9,3700,115,30000000,19.5,39,7,102,8,14,8755.017337,200,75,22,25,5060.8,9062.771429
1914,3700,115,30000000,19.5,48,7,102,8,14,8755.017337,200,75,22,25,5061,9063.242857
1914.1,3700,115,30000000,19.5,58.5,7,102,8,14,8755.017337,200,75,22,25,5061.2,9063.714286
1914.2,3700,115,30000000,19.5,72,7,102,8,14,8755.017337,200,75,22,25,5061.4,9064.185714
1914.3,3700,115,30000000,19.5,78,7,102,8,14,8755.017337,200,75,22,25,5061.6,9064.657143
1914.4,3700,115,30000000,19.5,96,7,102,8,14,8755.017337,200,75,22,25,5061.8,9065.128571
1914.5,3700,115,30000000,19.5,19.5,7,102,8,14,10506.0208,200,75,22,25,5062,9065.6
1914.6,3700,115,30000000,19.5,24,7,102,8,14,10506.0208,200,75,22,25,5062.2,9066.071429
1914.7,3700,115,30000000,19.5,39,7,102,8,14,10506.0208,200,75,22,25,5062.4,9066.542857
1914.8,3700,115,30000000,19.5,48,7,102,8,14,10506.0208,200,75,22,25,5062.6,9067.014286
1914.9,3700,115,30000000,19.5,58.5,7,102,8,14,10506.0208,200,75,22,25,5062.8,9067.485714
